PMID,SMILES,Compound_ID,DOI,Year,EC50_EBOV,EC50_SUDV,EC50_MARV,CC50,SI,Mechanism_Declared,Target_Tested_Yes_No,Suggested_Tier,Confidence_Score_Final,Reason_Tier,docking_deltaG_Lpoly,docking_deltaG_VP40,docking_deltaG_VP35,Abstract
37477257,,,10.1080/07391102.2023.2236720,2024,,,,,,,,0.5,,Tier 3: chemical_class,,,,"The recent outbreak of the Ebola virus (EBOV) has marked it as one of the most severe health threats globally. Among various anti-EBOV inhibitors studied, galidesivir (BCX4430) has shown remarkable efficacy. This study aims to identify novel potential anti-EBOV drugs among galidesivir analogs, focusing on the Zaire ebolavirus (Z-EBOV), which exhibits a mortality rate of 90%. We subjected 200 candidate compounds to molecular docking calculations, followed by an evaluation of the bioactivity of the top 25 compounds using the OSIRIS Property Explorer. Initial 50 ns molecular dynamics (MD) simulations were then performed. According to our findings, only six compounds exhibited positive drug scores. We further performed molecular mechanics Poisson-Boltzmann surface area (MM/PBSA) calculations of binding energy over 50 ns, selecting the two top-performing compounds for extended 150 ns MD simulations. CID 117698807 and CID 117712809 showed higher binding stability compared to galidesivir, with Δ<i>G</i><sub>binding</sub> values of -36.7 and -53.4 kcal/mol, respectively. Both compounds demonstrated high stability within the Z-EBOV-V24 active site over the 150 ns MD simulations. Hence, our study proposes CID 117698807 and CID 117712809 as potential anti-Z-EBOV-V24 drug candidates, warranting further investigation.Communicated by Ramaswamy H. Sarma."
37306620,,,10.1080/22221751.2023.2223732,2023,,,,,,,,0.5,,Tier 3: chemical_class,,,,"N<sup>6</sup>-methyladenosine (m<sup>6</sup>A) is one of the most abundant modifications of cellular RNA, where it serves various functions. m<sup>6</sup>A methylation of many viral RNA species has also been described; however, little is known about the m<sup>6</sup>A epitranscriptome of haemorrhagic fever-causing viruses like Ebola virus (EBOV). Here, we analysed the importance of the methyltransferase METTL3 for the life cycle of this virus. We found that METTL3 interacts with the EBOV nucleoprotein and the transcriptional activator VP30 to support viral RNA synthesis, and that METTL3 is recruited into EBOV inclusions bodies, where viral RNA synthesis occurs. Analysis of the m<sup>6</sup>A methylation pattern of EBOV mRNAs showed that they are methylated by METTL3. Further studies revealed that METTL3 interaction with the viral nucleoprotein, as well as its importance for RNA synthesis and protein expression, is also observed for other haemorrhagic fever viruses such as Junín virus (JUNV) and Crimean-Congo haemorrhagic fever virus (CCHFV). The negative effects on viral RNA synthesis due to loss of m<sup>6</sup>A methylation are independent of innate immune sensing, as METTL3 knockout did not affect type I interferon induction in response to viral RNA synthesis or infection. Our results suggest a novel function for m<sup>6</sup>A that is conserved among diverse haemorrhagic fever-causing viruses (i.e. EBOV, JUNV and CCHFV), making METTL3 a promising target for broadly-acting antivirals."
36898483,,,10.1016/j.bmcl.2023.129219,2023,,,,,,,,0.5,,Tier 3: chemical_class,,,,"To extend the antiviral properties of 2- and 3-fluoro-3-deazaneplanocins into the evolving 3-deaza-1',6'-isoneplanocin library, 2- (11) and 3-fluoro-1',6'-iso-3-deazaneplanocin A (12) have been explored. The requisite synthesis began with an Ullmann reaction by coupling of a protected cyclopentenyl iodide with either 2-fluoro- or 3-fluoro-3-deazaadenine. Target 12 displayed significant activity towards 5 viruses (μM): H1N1 (EC<sub>50</sub> < 0.36, CC<sub>50</sub> > 357, SI > 1000), hepatitis B virus (EC<sub>50</sub> 1.28, CC<sub>50</sub> > 357, SI > 279), norovirus (EC<sub>50</sub> 0.64, CC<sub>50</sub> > 357, SI > 558), Ebola (EC<sub>50</sub> < 0.1, CC<sub>50</sub> > 100, SI > 1000), and Marburg (EC<sub>50</sub> < 0.1, CC<sub>50</sub> > 100, SI > 1000). On the other hand, while 11 showed limited antiviral effects, its toxicity was significant, precluding any further usefulness."
36804324,,,10.1016/j.antiviral.2023.105554,2023,,,,,,,,0.5,,Tier 3: chemical_class,,,,Ebola virus (EBOV) is a highly infectious and lethal pathogen responsible for sporadic self-limiting clusters of Ebola virus disease (EVD) in Central Africa capable of reaching epidemic status. 100% protection from lethal EBOV-Zaire in Balb/c mice was achieved by rintatolimod (Ampligen) at the well tolerated human clinical dose of 6 mg/kg. The data indicate that the mechanism of action is rintatolimod's dual ability to act as both a competitive decoy for the IID domain of VP35 blocking viral dsRNA sequestration and as a pathogen-associated molecular pattern (PAMP) restricted agonist for direct TLR3 activation but lacking RIG-1-like cytosolic helicase agonist properties. These data show promise for rintatolimod as a prophylactic therapy against human Ebola outbreaks.
36379378,,,10.1016/j.antiviral.2022.105453,2023,,,,,,,,0.5,,Tier 3: chemical_class,,,,"The unprecedented magnitude of the 2013-2016 Ebola virus (EBOV) epidemic in West Africa resulted in over 11 000 deaths and spurred an international public health emergency. A second outbreak in 2018-2020 in DRC resulted in an additional >3400 cases and nearly 2300 deaths (WHO, 2020). These large outbreaks across geographically diverse regions highlight the need for the development of effective oral therapeutic agents that can be easily distributed for self-administration to populations with active disease or at risk of infection. Herein, we report the in vivo efficacy of N<sup>4</sup>-hydroxycytidine (EIDD-1931), a broadly active ribonucleoside analog and the active metabolite of the prodrug EIDD-2801 (molnupiravir), in murine models of lethal EBOV infection. Twice daily oral dosing with EIDD-1931 at 200 mg/kg for 7 days, initiated either with a prophylactic dose 2 h before infection, or as therapeutic treatment starting 6 h post-infection, resulted in 92-100% survival of mice challenged with lethal doses of EBOV, reduced clinical signs of Ebola virus disease (EVD), reduced serum virus titers, and facilitated weight loss recovery. These results support further investigation of molnupiravir as a potential therapeutic or prophylactic treatment for EVD."
36279832,,,10.1016/j.compbiolchem.2022.107778,2022,,,,,,,,0.5,,Tier 3: chemical_class,,,,"The virus that causes Ebola is fatal. Although many researchers have attempted to contain this deadly infection, the fatality rate remains high. The atom-pair fingerprint technique was used to compare drugs suggested for the treatment of Ebola or those that are currently being tested in clinical settings. Subsequently, using scaffold network graph (SNG) methods, the molecular and structural scaffolds of the drugs chosen based on these similar results were created, and the drug structures were examined. Public databases (PubChem and DrugBank) and literature regarding Ebola treatment were used in the analysis. Graphical representations of the molecular architecture and core structures of the drugs with the highest similarity to Food and Drug Administration (FDA)-approved drugs were produced using the SNG method. The combination of molnupiravir, the first licensed oral medication candidate for COVID-19, and favipiravir, employed in other viral outbreaks, should be further researched for treating Ebola, as observed in our study. We also believe that chemists will benefit from understanding the core structure(s) of medication molecules effective against the Ebola virus, their inhibitors, and the chemical structure similarities of existing pharmaceuticals utilized to build alternative drugs or drug combinations."
35413016,,,10.1172/jci.insight.159090,2022,,,,,,,,0.5,,Tier 3: chemical_class,,,,"A major challenge in managing acute viral infections is ameliorating disease when treatment is delayed. Previously, we reported the success of a 2-pronged mAb and antiviral remdesivir therapeutic approach to treat advanced illness in rhesus monkeys infected with Marburg virus (MARV). Here, we explored the benefit of a similar combination therapy for Sudan ebolavirus (Sudan virus; SUDV) infection. Importantly, no licensed anti-SUDV therapeutics currently exist, and infection of rhesus macaques with SUDV results in a rapid disease course similar to MARV with a mean time to death of 8.3 days. When initiation of therapy with either remdesivir or a pan-ebolavirus mAb cocktail (MBP431) was delayed until 6 days after inoculation, only 20% of macaques survived. In contrast, when remdesivir and MBP431 treatment were combined beginning 6 days after inoculation, significant protection (80%) was achieved. Our results suggest that combination therapy may be a viable treatment for patients with advanced filovirus disease that warrants further clinical testing in future outbreaks."
35246537,,,10.1038/s41467-022-28802-x,2022,,,,,,,,0.5,,Tier 3: chemical_class,,,,"The nucleoprotein (NP) of Marburg virus (MARV), a close relative of Ebola virus (EBOV), encapsidates the single-stranded, negative-sense viral genomic RNA (vRNA) to form the helical NP-RNA complex. The NP-RNA complex constitutes the core structure for the assembly of the nucleocapsid that is responsible for viral RNA synthesis. Although appropriate interactions among NPs and RNA are required for the formation of nucleocapsid, the structural basis of the helical assembly remains largely elusive. Here, we show the structure of the MARV NP-RNA complex determined using cryo-electron microscopy at a resolution of 3.1 Å. The structures of the asymmetric unit, a complex of an NP and six RNA nucleotides, was very similar to that of EBOV, suggesting that both viruses share common mechanisms for the nucleocapsid formation. Structure-based mutational analysis of both MARV and EBOV NPs identified key residues for helical assembly and subsequent viral RNA synthesis. Importantly, most of the residues identified were conserved in both viruses. These findings provide a structural basis for understanding the nucleocapsid formation and contribute to the development of novel antivirals against MARV and EBOV."
34817209,,,10.1128/Spectrum.01537-21,2021,,,,,,,,0.5,,Tier 3: chemical_class,,,,"The necessity for intravenous administration of remdesivir confines its utility for treatment of coronavirus disease 2019 (COVID-19) to hospitalized patients. We evaluated the broad-spectrum antiviral activity of ODBG-P-RVn, an orally available, lipid-modified monophosphate prodrug of the remdesivir parent nucleoside (GS-441524), against viruses that cause diseases of human public health concern, including severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). ODBG-P-RVn showed 20-fold greater antiviral activity than GS-441524 and had activity nearly equivalent to that of remdesivir in primary-like human small airway epithelial cells. Our results warrant <i>in vivo</i> efficacy evaluation of ODBG-P-RVn. <b>IMPORTANCE</b> While remdesivir remains one of the few drugs approved by the FDA to treat coronavirus disease 2019 (COVID-19), its intravenous route of administration limits its use to hospital settings. Optimizing the stability and absorption of remdesivir may lead to a more accessible and clinically potent therapeutic. Here, we describe an orally available lipid-modified version of remdesivir with activity nearly equivalent to that of remdesivir against emerging viruses that cause significant disease, including Ebola and Nipah viruses. Our work highlights the importance of such modifications to optimize drug delivery to relevant and appropriate human tissues that are most affected by such diseases."
34593911,,,10.1038/s41598-021-98971-0,2021,,,,,,,,0.5,,Tier 3: chemical_class,,,,"Efficacious therapeutics for Ebola virus disease are in great demand. Ebola virus infections mediated by mucosal exposure, and aerosolization in particular, present a novel challenge due to nontypical massive early infection of respiratory lymphoid tissues. We performed a randomized and blinded study to compare outcomes from vehicle-treated and remdesivir-treated rhesus monkeys in a lethal model of infection resulting from aerosolized Ebola virus exposure. Remdesivir treatment initiated 4 days after exposure was associated with a significant survival benefit, significant reduction in serum viral titer, and improvements in clinical pathology biomarker levels and lung histology compared to vehicle treatment. These observations indicate that remdesivir may have value in countering aerosol-induced Ebola virus disease."
33767178,,,10.1038/s41467-021-22132-0,2021,,,,,,,,0.5,,Tier 3: chemical_class,,,,"Monoclonal antibodies (mAbs) and remdesivir, a small-molecule antiviral, are promising monotherapies for many viruses, including members of the genera Marburgvirus and Ebolavirus (family Filoviridae), and more recently, SARS-CoV-2. One of the major challenges of acute viral infections is the treatment of advanced disease. Thus, extending the window of therapeutic intervention is critical. Here, we explore the benefit of combination therapy with a mAb and remdesivir in a non-human primate model of Marburg virus (MARV) disease. While rhesus monkeys are protected against lethal infection when treatment with either a human mAb (MR186-YTE; 100%), or remdesivir (80%), is initiated 5 days post-inoculation (dpi) with MARV, no animals survive when either treatment is initiated alone beginning 6 dpi. However, by combining MR186-YTE with remdesivir beginning 6 dpi, significant protection (80%) is achieved, thereby extending the therapeutic window. These results suggest value in exploring combination therapy in patients presenting with advanced filovirus disease."
33766766,,,10.1016/j.bmcl.2021.127985,2021,,,,,,,,0.5,,Tier 3: chemical_class,,,,"In seeking to increase the library of fluorine containing adenine-derived carbocyclic nucleoside antiviral candidates, d-like and l-like 6'-fluoro-3-deazaneplanocin and its 3-bromo derivative lacking the 4'-hydroxylmethylene substituent (2/3 and 4/5, respectively) are presented. Their synthesis was accomplished from d-ribose by developing a more facile precursor route than suggested by the literature. The 2/4d-like pair displayed significant anti-filo virial properties while the enantiomeric l-like congeners 3/5 were inactive. Target compounds 2/4 also were active towards measles and norovirus. The effect of 2/4 is further evidence of the role fluoro-derived adenine carbocyclic nucleoside can play in antiviral drug discovery. Furthermore, the simplicity of their synthesis lends them to more efficacious analogs and to scale-up optimization. There were no other relevant antiviral properties for 2/3 and 4/5 (except BK polyomavirus for 3/5)."
33709142,,,10.1093/cid/ciab215,2021,,,,,,,,0.5,,Tier 3: chemical_class,,,,"Ebola virus RNA persists in the semen of male Ebola survivors for months to years after the acute infection, and male-to-female sexual transmission of the virus is well documented. We investigated whether remdesivir can safely reduce persistence of seminal Ebola virus RNA. We recruited men with persistent seminal Ebola RNA in Liberia and Guinea. Participants were randomized 1:1 to receive intravenous remdesivir (GS-5734; Gilead Sciences) or matching placebo administered once daily by intravenous infusion over 1 hour on 5 consecutive days. Stratification was by country and number of positive (1 or 2) preenrollment semen tests. We evaluated the difference in mean assay negativity rate (ANR), that is, the proportion of negative tests for each participant in each group in the treatment (days 1-28) and follow-up (months 2-6) phases on an intention-to-treat basis. We enrolled 38 men from July 2016 through June 2018. The mean treatment phase ANRs were 85% (standard deviation [SD] = 24%) and 76% (SD = 30%) in the remdesivir and placebo arms, respectively (P = .270). The mean follow-up phase ANRs were 96% (SD = 10%) and 81% (SD = 29%) in the remdesivir and placebo arms, respectively (P = .041). The 5-day remdesivir regimen was well tolerated with no safety concerns. In this small trial, remdesivir 100 mg/day for 5 days safely reduced the presence of Ebola virus RNA in the semen of Ebola survivors 2 to 6 months after administration. A larger follow-up study is necessary to confirm results. Clinical Trials Registration . NCT02818582."
33503246,,,10.1093/nar/gkaa1276,2021,,,,,,,,0.5,,Tier 3: chemical_class,,,,"The Ebola virus is a deadly human pathogen responsible for several outbreaks in Africa. Its genome encodes the 'large' L protein, an essential enzyme that has polymerase, capping and methyltransferase activities. The methyltransferase activity leads to RNA co-transcriptional modifications at the N7 position of the cap structure and at the 2'-O position of the first transcribed nucleotide. Unlike other Mononegavirales viruses, the Ebola virus methyltransferase also catalyses 2'-O-methylation of adenosines located within the RNA sequences. Herein, we report the crystal structure at 1.8 Å resolution of the Ebola virus methyltransferase domain bound to a fragment of a camelid single-chain antibody. We identified structural determinants and key amino acids specifically involved in the internal adenosine-2'-O-methylation from cap-related methylations. These results provide the first high resolution structure of an ebolavirus L protein domain, and the framework to investigate the effects of epitranscriptomic modifications and to design possible antiviral drugs against the Filoviridae family."
33396288,,,10.3390/v13010052,2020,,,,,,,,0.5,,Tier 3: chemical_class,,,,"Filoviruses, such as Ebola virus and Marburg virus, are of significant human health concern. From 2013 to 2016, Ebola virus caused 11,323 fatalities in Western Africa. Since 2018, two Ebola virus disease outbreaks in the Democratic Republic of the Congo resulted in 2354 fatalities. Although there is progress in medical countermeasure (MCM) development (in particular, vaccines and antibody-based therapeutics), the need for efficacious small-molecule therapeutics remains unmet. Here we describe a novel high-throughput screening assay to identify inhibitors of Ebola virus VP40 matrix protein association with viral particle assembly sites on the interior of the host cell plasma membrane. Using this assay, we screened nearly 3000 small molecules and identified several molecules with the desired inhibitory properties. In secondary assays, one identified compound, sangivamycin, inhibited not only Ebola viral infectivity but also that of other viruses. This finding indicates that it is possible for this new VP40-based screening method to identify highly potent MCMs against Ebola virus and its relatives."
33055231,,,10.1128/CMR.00162-20,2020,,,,,,,,0.5,,Tier 3: chemical_class,,,,"Patients and physicians worldwide are facing tremendous health care hazards that are caused by the ongoing severe acute respiratory distress syndrome coronavirus 2 (SARS-CoV-2) pandemic. Remdesivir (GS-5734) is the first approved treatment for severe coronavirus disease 2019 (COVID-19). It is a novel nucleoside analog with a broad antiviral activity spectrum among RNA viruses, including ebolavirus (EBOV) and the respiratory pathogens Middle East respiratory syndrome coronavirus (MERS-CoV), SARS-CoV, and SARS-CoV-2. First described in 2016, the drug was derived from an antiviral library of small molecules intended to target emerging pathogenic RNA viruses. <i>In vivo</i>, remdesivir showed therapeutic and prophylactic effects in animal models of EBOV, MERS-CoV, SARS-CoV, and SARS-CoV-2 infection. However, the substance failed in a clinical trial on ebolavirus disease (EVD), where it was inferior to investigational monoclonal antibodies in an interim analysis. As there was no placebo control in this study, no conclusions on its efficacy in EVD can be made. In contrast, data from a placebo-controlled trial show beneficial effects for patients with COVID-19. Remdesivir reduces the time to recovery of hospitalized patients who require supplemental oxygen and may have a positive impact on mortality outcomes while having a favorable safety profile. Although this is an important milestone in the fight against COVID-19, approval of this drug will not be sufficient to solve the public health issues caused by the ongoing pandemic. Further scientific efforts are needed to evaluate the full potential of nucleoside analogs as treatment or prophylaxis of viral respiratory infections and to develop effective antivirals that are orally bioavailable."
32479636,,,10.1093/infdis/jiaa290,2020,,,,,,,,0.5,,Tier 3: chemical_class,,,,"Marburg virus (MARV) is a filovirus with documented human case-fatality rates of up to 90%. Here, we evaluated the therapeutic efficacy of remdesivir (GS-5734) in nonhuman primates experimentally infected with MARV. Beginning 4 or 5 days post inoculation, cynomolgus macaques were treated once daily for 12 days with vehicle, 5 mg/kg remdesivir, or a 10-mg/kg loading dose followed by 5 mg/kg remdesivir. All vehicle-control animals died, whereas 83% of animals receiving a 10-mg/kg loading dose of remdesivir survived, as did 50% of animals receiving a 5-mg/kg remdesivir regimen. Remdesivir-treated animals exhibited improved clinical scores, lower plasma viral RNA, and improved markers of kidney function, liver function, and coagulopathy versus vehicle-control animals. The small molecule remdesivir showed therapeutic efficacy in this Marburg virus disease model with treatment initiation 5 days post inoculation, supporting further assessment of remdesivir for the treatment of Marburg virus disease in humans."
32441897,,,10.1056/NEJMra1901594,2020,,,,,,,,0.5,,Tier 3: chemical_class,,,,
32054787,,,10.1073/pnas.1922083117,2020,,,,,,,,0.5,,Tier 3: chemical_class,,,,"The continued emergence of Middle East Respiratory Syndrome (MERS) cases with a high case fatality rate stresses the need for the availability of effective antiviral treatments. Remdesivir (GS-5734) effectively inhibited MERS coronavirus (MERS-CoV) replication in vitro, and showed efficacy against Severe Acute Respiratory Syndrome (SARS)-CoV in a mouse model. Here, we tested the efficacy of prophylactic and therapeutic remdesivir treatment in a nonhuman primate model of MERS-CoV infection, the rhesus macaque. Prophylactic remdesivir treatment initiated 24 h prior to inoculation completely prevented MERS-CoV-induced clinical disease, strongly inhibited MERS-CoV replication in respiratory tissues, and prevented the formation of lung lesions. Therapeutic remdesivir treatment initiated 12 h postinoculation also provided a clear clinical benefit, with a reduction in clinical signs, reduced virus replication in the lungs, and decreased presence and severity of lung lesions. The data presented here support testing of the efficacy of remdesivir treatment in the context of a MERS clinical trial. It may also be considered for a wider range of coronaviruses, including the currently emerging novel coronavirus 2019-nCoV."
31774950,,,10.1056/NEJMoa1910993,2019,,,,,,,,0.5,,Tier 3: chemical_class,,,,"Although several experimental therapeutics for Ebola virus disease (EVD) have been developed, the safety and efficacy of the most promising therapies need to be assessed in the context of a randomized, controlled trial. We conducted a trial of four investigational therapies for EVD in the Democratic Republic of Congo, where an outbreak began in August 2018. Patients of any age who had a positive result for Ebola virus RNA on reverse-transcriptase-polymerase-chain-reaction assay were enrolled. All patients received standard care and were randomly assigned in a 1:1:1:1 ratio to intravenous administration of the triple monoclonal antibody ZMapp (the control group), the antiviral agent remdesivir, the single monoclonal antibody MAb114, or the triple monoclonal antibody REGN-EB3. The REGN-EB3 group was added in a later version of the protocol, so data from these patients were compared with those of patients in the ZMapp group who were enrolled at or after the time the REGN-EB3 group was added (the ZMapp subgroup). The primary end point was death at 28 days. A total of 681 patients were enrolled from November 20, 2018, to August 9, 2019, at which time the data and safety monitoring board recommended that patients be assigned only to the MAb114 and REGN-EB3 groups for the remainder of the trial; the recommendation was based on the results of an interim analysis that showed superiority of these groups to ZMapp and remdesivir with respect to mortality. At 28 days, death had occurred in 61 of 174 patients (35.1%) in the MAb114 group, as compared with 84 of 169 (49.7%) in the ZMapp group (P = 0.007), and in 52 of 155 (33.5%) in the REGN-EB3 group, as compared with 79 of 154 (51.3%) in the ZMapp subgroup (P = 0.002). A shorter duration of symptoms before admission and lower baseline values for viral load and for serum creatinine and aminotransferase levels each correlated with improved survival. Four serious adverse events were judged to be potentially related to the trial drugs. Both MAb114 and REGN-EB3 were superior to ZMapp in reducing mortality from EVD. Scientifically and ethically sound clinical research can be conducted during disease outbreaks and can help inform the outbreak response. (Funded by the National Institute of Allergy and Infectious Diseases and others; PALM ClinicalTrials.gov number, NCT03719586.)."
31588837,,,10.1080/15257770.2019.1674333,2020,,,,,,,,0.5,,Tier 3: chemical_class,,,,"Novel 7-trifluoromethyl-7-deazapurine ribonucleoside analogs (<b>13a</b>-<b>c</b>) and their Protides (<b>15a</b>-<b>c</b>) were successfully synthesized from ribolactol or 1-<i>α</i>-bromo-ribose derivatives using Silyl-Hilbert-Johnson or nucleobase-anion substitution reactions followed by key aromatic trifluoromethyl substitution. Newly prepared compounds were evaluated against a panel of RNA viruses, including HCV, Ebola or Zika viruses."
31492688,,,10.1136/bmj.l5371,2019,,,,,,,,0.5,,Tier 3: chemical_class,,,,
31448686,,,10.1080/15257770.2019.1653466,2020,,,,,,,,0.5,,Tier 3: chemical_class,,,,"In exploring the 1',6'-isoneplanocin structural framework for antiviral compound development, both the D-like and L-like 5'-fluoro-5'-deoxy analogs have been synthesized from readily available cyclopentenyl iodides and adenine in five steps. Antiviral evaluation found D-like 5'-fluoro-5'-deoxy-1',6'-isoneplanocin to display less broad-spectrum antiviral effects than the parent D-like including weaker activity against Ebola and norovirus. The L-like enantiomer was devoid of any activity, contrary to the parent L-like compound."
31431358,,,10.1016/j.bmcl.2019.08.017,2019,,,,,,,,0.5,,Tier 3: chemical_class,,,,"The potent antiviral properties of 3-deazaneplanocin, 3-deaza-isoneplanocins (1) and recently discovered l-like carbocyclic nucleosides (2, 3 and 4) prompted us to pursue rationally conceived l-like 3-deazaneplanocin analogues. The synthesis of those analogues including l-like 3-deazaneplanocin (5), l-like 3-bromo-3-deazaneplanocin (6), and l-like 5'-fluoro-5'-deoxy-3-deazaneplanocin (7), was accomplished from a common intermediate, (-)-cyclopentenone (8). Antiviral analysis found 5 and 6 to display favorable activity against the Ebola virus, as expected for 3-deazaadenine carbocyclic nucleosides. Compound 5 also showed activity against arenaviruses, including Pinchinde and Tacaribe."
31389664,,,10.1002/asia.201900841,2019,,,,,,,,0.5,,Tier 3: chemical_class,,,,"Eight different compounds, all nucleoside analogues, could presently be considered as potential drug candidates for the treatment of Ebola virus (EBOV) and/or other hemorrhagic fever virus (HFV) infections. They can be considered as either (i) adenine analogues (3-deazaneplanocin A, galidesivir, GS-6620 and remdesivir) or (ii) guanine analogues containing the carboxamide entity (ribavirin, EICAR, pyrazofurin and favipiravir). All eight owe their mechanism of action to hydrogen bonded base pairing with either (i) uracil or (ii) cytosine. Four out of the eight compounds (galidesivir, GS-6620, remdesivir and pyrazofurin) are C-nucleosides, and two of them (GS-6620, remdesivir) also contain a phosphoramidate part. The C-nucleoside and phosphoramidate (and for the adenine analogues the 1'-cyano group as well) may be considered as essential attributes for their antiviral activity."
31358469,,,10.1016/j.bmcl.2019.07.021,2019,,,,,,,,0.5,,Tier 3: chemical_class,,,,"Enantiomeric 3-deaza-1',6'-isoneplanocins (C-3 unsubstituted 7a/7b and C-3 with a bromine 8a/8b) lacking the 4'-hydroxymethyl as mechanistically designed anti-viral targets have been prepared by utilizing the Ullmann reaction. Anti-Ebola properties were found for the D-like 7a and 8a and L-like 8b. All four products showed effects against human cytomegalovirus while D-like 7a/8a affected measles; 7a was effective versus norovirus and 8a inhibited Pichinde. Both 7a and 8a produced SAHase inhibitory effects. However, the anti-EBOV activity of 7a and 8a cannot be readily correlated with this observation due with their contrasting IC<sub>50</sub> values (8a > 7a). It is to be noted that 7b showed no effects on this enzyme and 8b was minimally inhibitory. These results offer preliminary insight into the differing mechanisms of action of D- and L- like structures and enlighten structural features to guide additional antiviral agent pursuit in the isoneplanocin series."
31195019,,,10.1016/j.antiviral.2019.06.001,2019,,,,,,,,0.5,,Tier 3: chemical_class,,,,"Nucleoside analogues (NA) disrupt RNA viral RNA-dependent RNA polymerase (RdRP) function and fidelity for multiple viral families. The mechanism of action (MOA) of T-705 has been attributed alternatively or concurrently to chain termination and lethal mutagenesis depending on the viral species during in vitro studies. In this study, we evaluated the effect of T-705 on the viral population in non-human primates (NHPs) after challenge with Ebola virus (EBOV) or Marburg virus (MARV) to identify the predominant in vivo MOA. We used common virological assays in conjunction with deep sequencing to characterize T-705 effects. T-705 exhibited antiviral activity that was associated with a reduction in specific infectivity and an accumulation of low frequency nucleotide variants in plasma samples collected day 7 post infection. Stranded analysis of deep sequencing data to identify chain termination demonstrated no change in the transcriptional gradient in negative stranded viral reads and minimal changes in positive stranded viral reads in T-705 treated animals, questioning as a MOA in vivo. These findings indicate that lethal mutagenesis is a MOA of T-705 that may serve as an indication of therapeutic activity of NAs for evaluation in clinical settings. This study expands our understanding of MOAs of these compounds for the Filovirus family and provides further evidence that lethal mutagenesis could be a preponderant MOA for this class of therapeutic compounds."
31142680,,,10.1126/scitranslmed.aau9242,2019,,,,,,,,0.5,,Tier 3: chemical_class,,,,"Nipah virus is an emerging pathogen in the <i>Paramyxoviridae</i> family. Upon transmission of Nipah virus from its natural reservoir, <i>Pteropus</i> spp. fruit bats, to humans, it causes respiratory and neurological disease with a case-fatality rate about 70%. Human-to-human transmission has been observed during Nipah virus outbreaks in Bangladesh and India. A therapeutic treatment for Nipah virus disease is urgently needed. Here, we tested the efficacy of remdesivir (GS-5734), a broad-acting antiviral nucleotide prodrug, against Nipah virus Bangladesh genotype in African green monkeys. Animals were inoculated with a lethal dose of Nipah virus, and a once-daily intravenous remdesivir treatment was initiated 24 hours later and continued for 12 days. Mild respiratory signs were observed in two of four treated animals, whereas all control animals developed severe respiratory disease signs. In contrast to control animals, which all succumbed to the infection, all remsdesivir-treated animals survived the lethal challenge, indicating that remdesivir represents a promising antiviral treatment for Nipah virus infection."
31003196,,,10.1016/j.coviro.2019.03.001,2019,,,,,,,,0.5,,Tier 3: chemical_class,,,,"The filovirus family includes some of the deadliest viruses known, including Ebola virus and Marburg virus. These viruses cause periodic outbreaks of severe disease that can be spread from person to person, making the filoviruses important public health threats. There remains a need for approved drugs that target all or most members of this virus family. Small molecule inhibitors that target conserved functions hold promise as pan-filovirus therapeutics. To date, compounds that effectively target virus entry, genome replication, gene expression, and virus egress have been described. The most advanced inhibitors are nucleoside analogs that target viral RNA synthesis reactions."
30962389,,,10.1073/pnas.1815745116,2019,,,,,,,,0.5,,Tier 3: chemical_class,,,,"Most nonsegmented negative strand (NNS) RNA virus genomes have complementary 3' and 5' terminal nucleotides because the promoters at the 3' ends of the genomes and antigenomes are almost identical to each other. However, according to published sequences, both ends of ebolavirus genomes show a high degree of variability, and the 3' and 5' terminal nucleotides are not complementary. If correct, this would distinguish the ebolaviruses from other NNS RNA viruses. Therefore, we investigated the terminal genomic and antigenomic nucleotides of three different ebolavirus species, Ebola (EBOV), Sudan, and Reston viruses. Whereas the 5' ends of ebolavirus RNAs are highly conserved with the sequence ACAGG-5', the 3' termini are variable and are typically 3'-GCCUGU, ACCUGU, or CCUGU. A small fraction of analyzed RNAs had extended 3' ends. The majority of 3' terminal sequences are consistent with a mechanism of nucleotide addition by hairpin formation and back-priming. Using single-round replicating EBOV minigenomes, we investigated the effect of the 3' terminal nucleotide on viral replication and found that the EBOV polymerase initiates replication opposite the 3'-CCUGU motif regardless of the identity of the 3' terminal nucleotide(s) and of the position of this motif relative to the 3' end. Deletion or mutation of the first residue of the 3'-CCUGU motif completely abolished replication initiation, suggesting a crucial role of this nucleotide in directing initiation. Together, our data show that ebolaviruses have evolved a unique replication strategy among NNS RNA viruses resulting in 3' overhangs. This could be a mechanism to avoid antiviral recognition."
30527603,,,10.1016/S0140-6736(18)33011-3,2018,,,,,,,,0.5,,Tier 3: chemical_class,,,,
30385162,,,10.1016/j.bmcl.2018.10.030,2018,,,,,,,,0.5,,Tier 3: chemical_class,,,,"A convenient stereospecific synthesis of 6'-fluoro-3-deazaneplanocin (6) has been accomplished from d-ribose in 15 steps. It is reported to possess significant activity towards Ebola (Zaire, Vero, μM: EC<sub>50</sub> < 0.36; CC<sub>50</sub> 125; SI > 347) with moderate inhibition of the target enzyme (S-adenosylhomocysteine hydrolase), which did not correlate directly with its anti-Ebola effects. Compound 6, with limited cytotoxicity, also displayed activity against measles, H1N1 and Pichinde."
29789732,,,10.1038/d41586-018-05205-x,2018,,,,,,,,0.5,,Tier 3: chemical_class,,,,
